Name,Platform,Genre
Line Rider 2: Unbound,Wii,Puzzle
HatsuKare * Renai Debut Sengen!,PSP,Adventure
Treasure Chase,DS,Puzzle
Unreal Anthology,PC,Shooter
X3: Terran War Pack,PC,Misc
Prison Architect,PS4,Action
G1 Jockey Wii,Wii,Sports
Kingdom: Ikkitousen no Ken,PSP,Action
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,Fighting
Rugby League Live 3,PS4,Action
Tom Clancy's EndWar,PC,Strategy
RayCrisis: Series Termination,PS,Shooter
Left 4 Dead,PC,Shooter
Bejeweled 2 Deluxe,PC,Puzzle
Ikki Tousen: Shining Dragon,PS2,Role-Playing
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,Adventure
Toxic Grind,XB,Sports
DiRT,PC,Racing
Kawasaki Jet Ski,Wii,Racing
Genkai Tokki: Seven Pirates,PSV,Role-Playing
Enchanted Arms (JP sales),X360,Role-Playing
ScrapLand,XB,Action
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,Misc
Geten no Hana,PSP,Misc
Crazy Machines,Wii,Puzzle
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,Adventure
Blade Arcus from Shining EX,PS3,Fighting
Brave: The Video Game,Wii,Action
Frontlines: Fuel of War,PC,Shooter
D.Gray-man: Sousha no Shikaku,PS2,Adventure
Indianapolis 500 Evolution,X360,Racing
Ookami to Koushinryou: Omiowataru Kaze,DS,Adventure
Grey's Anatomy: The Video Game,PC,Adventure
School Days LxH,PS2,Adventure
Neo Angelique,PS2,Adventure
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,Action
Namco Museum Battle Collection (JP sales),PSP,Misc
Chaos;Head Noah,PSP,Adventure
Brandish: The Dark Revenant,PSP,Role-Playing
Summon Night: Swordcraft Story,GBA,Role-Playing
Samurai Shodown V,XB,Fighting
Pro Fishing Challenge,XB,Sports
Minna no Chizu 2,PSP,Misc
Franklin's Great Adventures,DS,Action
Test Drive Unlimited,PC,Racing
SAW,PC,Action
Princess Saver! Eternal Love for My Lady,PS2,Adventure
To Love-Ru Trouble: Darkness - True Princess,PSV,Action
Tokyo Mew Mew,PS,Role-Playing
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,Sports
Ice Age: Dawn of the Dinosaurs,PC,Action
Interactive Storybook DS Series 3,DS,Misc
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,Adventure
Twinkle * Crusaders GoGo!,PSP,Adventure
Serious Sam HD: Gold Edition,PC,Shooter
Rule of Rose,PS2,Action
RedCard 20-03,GC,Sports
Homeworld,PC,Strategy
Freestyle Metal X,XB,Racing
Shonen Jump's One Piece: Grand Adventure,PS2,Fighting
Pac-Man World Rally,PS2,Racing
Plants vs. Zombies: Garden Warfare,PC,Shooter
Max Payne,PC,Shooter
Uta Kumi 575,PSV,Misc
Invizimals: The Lost Kingdom,PS3,Action
428: Fuusa Sareta Shibuya de,PS3,Adventure
IL-2 Sturmovik: Forgotten Battles,PC,Simulation
Overlord,PC,Strategy
Sacred 3,PC,Role-Playing
The Professor's Brain Trainer: Logic,DS,Puzzle
Fritz Chess,Wii,Strategy
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,Misc
NFL Blitz Pro,GC,Sports
Rocket League,PC,Sports
Balls of Fury,Wii,Sports
18 Wheels of Steel: Extreme Trucker,PC,Racing
Rugby World Cup 2015,XOne,Sports
Winning Post 8 2015,PS3,Action
Veggy World,DS,Shooter
Commandos: Strike Force,XB,Shooter
Ukiyo no Roushi,PSV,Action
SBK: Snowboard Kids,DS,Sports
Warriors of the Lost Empire (JP sales),PSP,Role-Playing
Jojo's Bizarre Adventure,PS,Fighting
Lode Runner,DS,Puzzle
Zathura,XB,Adventure
Cities in Motion Collection,PC,Simulation
Evolution Snowboarding,PS2,Sports
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,Misc
Aegis of Earth: Protonovus Assault,PS4,Action
Freedom Wings,DS,Simulation
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,Puzzle
Zillions of Enemy X: Zetsukai no Crusade,PS3,Role-Playing
Dream Chronicles,DS,Adventure
Kung Fu Panda: Showdown of Legendary Legends,PS3,Action
The Settlers IV,PC,Strategy
Happiness! De-Lucks,PS2,Adventure
Mount & Blade,PC,Role-Playing
Doki Majo Plus,DS,Adventure
Eureka Seven Vol. 2: The New Vision,PS2,Shooter
Love Once: Mermaid's Tears,PS3,Adventure
Puzzle Challenge: Crosswords and More!,PS2,Puzzle
Mata Hari: Betrayal is only a Kiss Away,PC,Adventure
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,Action
Muppets Party Cruise,GC,Misc
Quake 4,PC,Shooter
Maximum Capacity: Hotel Giant,PC,Strategy
Sengoku Otome: Legend Battle,PSV,Action
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,Shooter
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,Misc
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,Misc
Fritz Chess,DS,Strategy
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,Adventure
Fuel,PC,Racing
Serious Sam: Next Encounter,GC,Shooter
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,Misc
Motto! SoniComi,PS3,Simulation
Let's Play Flight Attendant,DS,Simulation
Akai Ito DS,DS,Adventure
Knight's Apprentice: Memorick's Adventures,XB,Action
Saint,Wii,Shooter
Darksiders,PS3,Action
Natsuiro no Sunadokei,PS2,Adventure
Indigo Prophecy,PC,Adventure
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,Misc
Tale of a Hero,PC,Adventure
Valentino Rossi: The Game,XOne,Racing
Turbo: Super Stunt Squad,PS3,Sports
FIFA Soccer 09,PC,Sports
The Lord of the Rings: The Battle for Middle-Earth II,PC,Strategy
Ballblazer Champions,PS,Sports
Steal Princess,DS,Platform
So Blonde,PC,Adventure
Winter Sports 2011,X360,Sports
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,Adventure
Disney's Meet the Robinsons,DS,Action
Casper's Scare School: Classroom Capers,DS,Adventure
Moujuutsukai to Oujisama Portable,PSP,Adventure
Galaxy Angel II: Eigou Kaiki no Koku,PS2,Strategy
Genroh,PSP,Action
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,Adventure
Iron Phoenix,XB,Fighting
Legend: Hand of God,PC,Role-Playing
Geon Cube,Wii,Puzzle
Tennis no Oji-Sama: Driving Smash! Side King,DS,Sports
Kuon,PS2,Adventure
Kannou Mukashi Banashi Portable,PSP,Adventure
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,Adventure
Diabolik Lovers: More Blood,PSV,Adventure
Triple Crown Championship Snowboarding,Wii,Sports
UnchainBlades EXXiV,3DS,Role-Playing
The Fast and the Furious,PSP,Racing
Fallout Trilogy,PC,Role-Playing
Carmen Sandiego: The Secret of the Stolen Drums,GC,Action
The Sims: Complete Collection,PC,Simulation
Command & Conquer 3: Deluxe Edition,PC,Strategy
Dance! It's Your Stage,PS3,Misc
Sacred Gold,PC,Role-Playing
Dies Irae: Amantes Amentes,PSP,Action
Puyo Puyo! 15th Anniversary,PSP,Puzzle
Mind over Matter,DS,Puzzle
The Idolmaster: Gravure For You! Vol.9,PS3,Action
Discovery Kids: Snake Safari,DS,Simulation
Ryu-koku,PS2,Adventure
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,Misc
Group S Challenge,XB,Racing
GunParade Orchestra: Midori no Shou,PS2,Adventure
Shooter: Starfighter Sanvein,PS,Shooter
Jewel Master: Cradle Of Rome 2,DS,Puzzle
Sakura Wars 1 & 2,PSP,Strategy
Kao Challengers,PSP,Platform
Brave: The Video Game,DS,Action
Order of War,PC,Strategy
Terminator 3: The Redemption,GC,Shooter
Painkiller,PC,Shooter
Date A Live: Arusu Install,PS3,Adventure
Canimal Triple,PSV,Misc
Tengen Toppa Gurren-Lagann,DS,Action
Sugoi Hebereke,SNES,Fighting
Pebble Beach Golf Links,SAT,Sports
Spider-Man: Web of Shadows,PC,Action
Dakar 2: The World's Ultimate Rally,XB,Racing
Jelly Belly: Ballistic Beans,Wii,Puzzle
PopCap Hits!,X360,Misc
Mario Tennis,3DS,Sports
Higurashi Daybreak Portable Mega Edition,PSP,Adventure
Dragon's Lair,DS,Platform
Shinken de Watashi ni Koi Shinasai! R,PS3,Action
Whiteout,PS2,Racing
Shiratsuyu no Kai,PSP,Adventure
Dungeon Defenders,PC,Role-Playing
Final Fantasy XIV: Heavensward,PS3,Action
Sniper Elite V2,WiiU,Shooter
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,Simulation
XGRA: Extreme G Racing Association,GC,Racing
Command & Conquer: The First Decade,PC,Strategy
Thomas & Friends: Hero of the Rails,Wii,Misc
Taito Legends 2,PS2,Misc
World Championship Poker featuring Howard Lederer: All In,Wii,Misc
Kill.Switch,GBA,Shooter
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,Adventure
Jinsei Game Wii,Wii,Misc
Heavy Fire: The Chosen Few 3D,3DS,Shooter
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,Misc
Hyakka Hyakurou: Sengoku Ninpoujou,PSV,Adventure
Jake Hunter: Detective Chronicles,DS,Adventure
Gekka Ryouran Romance,PSP,Adventure
Don Bradman Cricket 14,PS3,Sports
Guess the Logos,XB,Puzzle
Ore no Yome: Anata Dake no Hanayome,X360,Adventure
Crime Scene,DS,Adventure
Military History: Commander - Europe at War,PSP,Strategy
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,Misc
Final Approach 2: 1st Priority,PS2,Adventure
Stormrise,PC,Strategy
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,Adventure
Moujuutsukai to Oujisama: Snow Bride,PS2,Adventure
Detective Jinguuji Saburo: Ronde Revenge,3DS,Action
Casper: Spirit Dimensions,GC,Platform
Meitantei Evangelion,PS2,Adventure
Tsuyo Kiss 2 Portable,PSP,Adventure
Butt-Ugly Martians: Zoom or Doom!,PS2,Racing
Mar Heaven: Karudea no Akuma,DS,Role-Playing
F1 2016 (Codemasters),PC,Racing
Brain Dead 13,PS,Adventure
Spider-Man 3,PC,Platform
Robotics;Notes,X360,Adventure
Hoppie,DS,Platform
Rugby League Team Manager 2015,PC,Action
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,Misc
The Lord of the Rings Online: Mines of Moria,PC,Role-Playing
T.A.C. Heroes : Big Red One,DS,Strategy
War Leaders: Clash of Nations,PC,Strategy
Dungeons & Dragons: Shadow over Mystara,PS3,Role-Playing
The King of Fighters NeoWave,XB,Fighting
Super PickUps,PS2,Racing
Puzzle Quest: Challenge of the Warlords,PSP,Puzzle
Aquanaut's Holiday,PS,Adventure
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,Adventure
Runaway: A Twist of Fate,DS,Adventure
Hot 'n' Cold,DS,Action
Nisenochigiri,PSP,Adventure
Wakeboarding Unleashed Featuring Shaun Murray,GBA,Sports
The Testament of Sherlock Holmes,X360,Adventure
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,Action
Last Escort,PS2,Adventure
Meikyuu Cross Blood: Reloaded,X360,Action
Livly Garden,DS,Simulation
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,Misc
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,Role-Playing
Commando: Steel Disaster,DS,Shooter
Aria: The Natural ~Tooi Yume no Mirage~,PS2,Adventure
Hellgate: London,PC,Role-Playing
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,Fighting
The Awakened Fate Ultimatum,PS3,Role-Playing
Gal Gun,PS3,Shooter
Chuck E. Cheese's Super Collection,Wii,Action
Hakuouki: Yuugi Roku DS,DS,Adventure
Mystery Tales 2: The Spirit Mask,DS,Puzzle
Kung Fu Panda: Showdown of Legendary Legends,3DS,Action
Shonen Jump's Shaman King: Master of Spirits 2,GBA,Role-Playing
Dead Rising,PS4,Action
Homefront: The Revolution,PC,Shooter
Toki no Kizuna: Hanayui Tsuzuri,PSP,Adventure
The Technomancer,XOne,Role-Playing
Rinne no Lagrange: Kamogawa Days,PS3,Adventure
TOCA Race Driver 3,PC,Racing
Airport Simulator,PC,Simulation
Casper's Scare School: Spooky Sports Day,Wii,Sports
Code R,SAT,Adventure
The Idolmaster: Gravure For You! Vol.8,PS3,Action
Disney Sports Football,GBA,Sports
Oil Rush,PC,Strategy
Cabela's Big Game Hunter: Pro Hunts,WiiU,Shooter
Chicken Hunter,DS,Shooter
Hakuoki: Shinkai - Furi no Shou,PSV,Action
Demolition Company: Gold Edition,PC,Simulation
Headhunter: Redemption,XB,Action
Onechanbara Special,PSP,Action
Daikaijuu Battle: Ultra Coliseum,Wii,Fighting
Saki: Achiga-Hen Portable,PSP,Adventure
Bella Sara 2 - The Magic of Drasilmare,3DS,Adventure
Minna de Dokusho: Keatai Shousetsu Desu,PSP,Misc
Polar Bowler,DS,Sports
Prehistorik Man,GBA,Platform
F1 2002,GBA,Racing
Chicago Enforcer,XB,Shooter
Jinguuji Saburou DS: Akai Chou,DS,Adventure
Dance Dance Revolution Extra Mix,PS,Simulation
UnchainBlades EXXiV,PSP,Role-Playing
Princess Isabella: A Witch's Curse,Wii,Adventure
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,Adventure
The Legend of Heroes: Trails in the Sky Third Chapter,PSV,Role-Playing
Pippa Funnell: Ranch Rescue,Wii,Adventure
Jewel Link: Galactic Quest,DS,Action
Super Bowling,N64,Sports
Rat Attack!,N64,Puzzle
Kawaii Koinu DS 3,DS,Simulation
Chuugen no Hasha: Sangoku Shouseiden,PSP,Strategy
Chevrolet Camaro: Wild Ride,DS,Racing
The Sims 2: Happy Holiday Stuff,PC,Simulation
Largo Winch .// Commando Sar,PS,Adventure
Joker no Kuni no Alice: Wonderful Wonder World,PSP,Adventure
Cross Treasures,DS,Role-Playing
Ruff Trigger: The Vanocore Conspiracy,PS2,Platform
Silent Bomber,PS,Action
Samurai & Dragons,PSV,Action
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,Misc
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,Role-Playing
TalkMan,PSP,Misc
XGRA: Extreme G Racing Association,XB,Racing
Uta no * Prince-Sama,PSP,Adventure
Ridge Racer Unbounded,PC,Racing
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,Role-Playing
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,Misc
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,Action
Invizimals: The Resistance,PSV,Role-Playing
Anima - Gate of Memories,PS4,Action
B-17: Fortress in the Sky,DS,Simulation
Mushishi: Amefuru Sato,DS,Simulation
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,Action
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,Role-Playing
Motocross Mania 3,XB,Racing
Psycho-Pass: Mandatory Happiness,PSV,Adventure
ESPN MLS ExtraTime 2002,GC,Sports
Winning Post 7: Maximum 2007,PS2,Sports
Resident Evil: Umbrella Corps,PS4,Action
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,Action
Vitamin R,PSP,Adventure
Fist of the North Star: Ken's Rage 2,WiiU,Fighting
Maximum Racing: Crash Car Racer,Wii,Racing
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,Action
Deus Ex: Mankind Divided,PC,Role-Playing
Guitar Freaks V2 & DrumMania V2,PS2,Simulation
Backyard Baseball '09,PS2,Sports
Puzzle City,DS,Puzzle
Gakuen K: Wonderful School Days,PSP,Adventure
Worms,X360,Strategy
RollerCoaster Tycoon World,PC,Simulation
Pastel Chime Continue,PSP,Adventure
Trapped Dead,PC,Strategy
Super Fruit Fall,Wii,Puzzle
Zwei!!,PSP,Role-Playing
Pump It Up: Exceed,XB,Misc
Ro-Kyu-Bu! Lost Secret,PSP,Adventure
CV Casting Voice,PS3,Adventure
Littlest Pet Shop,PC,Simulation
Net High,PSV,Adventure
Malice,PS2,Platform
Defendin' De Penguin,DS,Strategy
The Sims 2: Family Fun Stuff,PC,Simulation
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,Role-Playing
Worldwide Soccer Manager 2007,PC,Sports
Heroes of the Pacific,PC,Simulation
Kokoro Connect: Yochi Random,PSP,Action
Tenkai Knights: Brave Battle,3DS,Action
Mount & Blade: Warband,PC,Role-Playing
Horrid Henry: Missions of Mischief,Wii,Adventure
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,Puzzle
Painkiller: Hell & Damnation,X360,Shooter
Resident Evil Zero,PC,Action
Warship Gunner 2 Portable,PSP,Simulation
Nervous Brickdown,DS,Puzzle
Downtown Nekketsu Jidaigek,3DS,Action
Mini Ninjas,PC,Action
Legend of Kay Anniversary,PS4,Action
NHL 09,PC,Sports
Spanish for Everyone!,DS,Puzzle
Battle Princess of Arcadias,PS3,Role-Playing
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,Strategy
Germany's Next Topmodel 2011,Wii,Simulation
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,Action
Angelique Retour,PSV,Action
Winx Club: Saving Alfea,DS,Action
UFO: Trilogy,PC,Strategy
Mount & Blade Collection,PC,Role-Playing
Car Battler Joe,GBA,Role-Playing
Vietcong,PC,Shooter
StormLover Karen!!,PSP,Adventure
Digimon Rumble Arena 2,XB,Fighting
Steins;Gate: Hiyoku Renri no Darling,PS3,Adventure
Ten Pin Alley 2,Wii,Sports
Coded Soul: Uke Keigareshi Idea,PSP,Role-Playing
Starship Troopers,PC,Shooter
AIR,PSP,Adventure
Crysis: Warhead,PC,Shooter
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,Adventure
Dino Dini's Kick Off Revival,PS4,Sports
Garfield Gets Real,DS,Action
Mighty No. 9,WiiU,Platform
Atlantic Quest,PC,Puzzle
Tycoon City: New York,PC,Strategy
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,Action
Agatha Christie: The ABC Murders,PC,Adventure
Virtua Pro Football,PS2,Sports
Date-A-Live Twin Edition: Rio Reincarnation,PSV,Action
Adidas Power Soccer 98,PS,Sports
Natsuiro High School: Seishun Hakusho,PS4,Action
Black Rose Valkyrie,PS4,Role-Playing
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,Racing
Heroes VS,PSP,Fighting
Kazoku Keikaku,PSP,Adventure
Sotsugyou II: Neo Generation Special,3DO,Simulation
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,Shooter
Agatha Christie's The ABC Murders,PS4,Adventure
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,Action
Aoishiro,PS2,Adventure
Rainbow Islands Revolution,DS,Platform
"Warhammer 40,000: Dawn of War: Soulstorm",PC,Strategy
Virtual Kasparov,GBA,Strategy
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,Platform
Dynasty Warriors 8: Empires,PSV,Action
Mary King's Riding School,DS,Simulation
Devil Survivor: Over Clock,3DS,Strategy
PC Engine Best Collection: Tengai Makyou Collection,PSP,Role-Playing
Commandos 3: Destination Berlin,PC,Strategy
Otoko Yukaku,PSV,Action
Speed Kings,GC,Racing
Spirits and Demons: 5 Game Pack,PC,Misc
Rose to Tasogare no Kojou,PSV,Action
Army Rescue,Wii,Shooter
Azada,3DS,Puzzle
ESPN MLS ExtraTime 2002,XB,Sports
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,Misc
Dreamer Series: Horse Trainer,DS,Simulation
Hogs of War,PS,Strategy
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,Fighting
Muchi Muchi Pork & Pink Sweets,X360,Shooter
Point Blank 3,PS,Shooter
Meiji Toukyou Renka,PSP,Adventure
Sengoku Basara: Sanada Yukimura-Den,PS3,Action
Hakuoki: Shinkai - Hana no Shou,PSV,Adventure
Mushihimesama,X360,Action
Uru: Ages Beyond Myst,PC,Adventure
Higurashi no Naku Koro ni: Jan,PSP,Misc
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,Action
Elvandia Story,PS2,Role-Playing
Triggerheart Excelica Enhanced,PS2,Shooter
Puzzle Star Sweep,PS,Puzzle
Battle Spirits: Kiseki no Hasha,PSP,Role-Playing
X-Plane 10 Global,PC,Simulation
Chrysler Classic Racing,DS,Racing
The Conveni 4,PS2,Simulation
The Cheetah Girls,GBA,Misc
Charlie's Angels,GC,Action
WRC 2: FIA World Rally Championship,PC,Racing
uDraw Studio: Instant Artist,X360,Misc
Seitokai no Ichizon: DS-suru Seitokai,DS,Adventure
Teenage Mutant Ninja Turtles Double Pack,GBA,Action
Prism Ark: Awake,PS2,Adventure
Rozen Maiden: Duellwalzer,PS2,Adventure
Rugby 06,XB,Sports
Marvel Avengers: Battle for Earth,X360,Action
Winter Blast: 9 Snow & Ice Games,Wii,Sports
Natsuiro High School: Seishun Hakusho,PS3,Action
Kamen Rider: Battride War II,WiiU,Action
Shrek / Shark Tale Game Boy Advance Video,GBA,Misc
Urban Chaos: Riot Response,XB,Shooter
Ginga Fukei Densetsu: Sapphire,TG16,Shooter
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,Action
The Mummy,GBA,Action
Guitar Freaks V3 & DrumMania V3,PS2,Simulation
The Talos Principle,PS4,Puzzle
The Crow: City of Angels,PS,Action
Legendary,PC,Shooter
Snow Portable,PSP,Adventure
Poyo Poyo Kansatsu Nikki,3DS,Action
Jinsei Game DS,DS,Misc
Guitar Freaks & DrumMania: Masterpiece Gold,PS2,Simulation
Broken Sword: The Sleeping Dragon,XB,Adventure
Reversal Challenge,DS,Misc
Wild West Shootout,Wii,Shooter
Miyako,PSP,Adventure
Motto NUGA-CEL!,PSP,Adventure
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,Strategy
11eyes: CrossOver,PSP,Adventure
Super Dodge Ball,NG,Sports
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,Adventure
Gon: BakuBakuBakuBaku Adventure,3DS,Action
Style Book: Junior City,DS,Misc
Amatsumi Sora ni! Kumo no Hatate ni,PSV,Adventure
Garfield's Nightmare,DS,Platform
Earth Seeker,Wii,Role-Playing
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,Action
Lovely x Cation 1 & 2,PSV,Action
Barbie as the Princess and the Pauper,GBA,Adventure
Blood Bowl: Legendary Edition,PC,Sports
Tantei Opera: Milky Holmes,PSP,Adventure
Pirates of the Burning Sea,PC,Role-Playing
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,Misc
Mary King's Riding School 2,Wii,Simulation
Micro Machines V4,PSP,Racing
Entaku no Seito: The Eternal Legend,PSP,Role-Playing
New Atelier Rorona: Hajimari no Monogatari,3DS,Action
WorldShift,PC,Strategy
The Crew: Wild Run,PC,Action
Casper's Scare School: Spooky Sports Day,DS,Sports
7 Roses: A Darkness Rises,PC,Misc
My Hero: Doctor,DS,Action
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,Role-Playing
Bakumatsu Rock: Ultra Soul,PSV,Misc
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,Action
Cabela's Alaskan Adventure,PS2,Sports
Elf Bowling 1 & 2,DS,Sports
Niko Puchi Girls Runway,3DS,Misc
MotoGP 14,PSV,Racing
