Name,Platform,Genre
Smashing Drive,GBA,Racing
Senko no Ronde DUO,X360,Fighting
Starshot: Space Circus Fever,N64,Platform
Charlie Blasts Territory,N64,Action
Big Mountain 2000,N64,Sports
Tokimeki Memorial Girl's Side 1st Love Plus,DS,Adventure
CIMA: The Enemy,GBA,Role-Playing
N+,PSP,Platform
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,Fighting
Code Geass: Hangyaku no Lelouch,DS,Action
GTR Evolution,PC,Racing
Hudson x GReeeeN Live!? DeeeeS!?,DS,Misc
Daibakushou: Jinsei Gekijou,SNES,Misc
Marble Madness / Klax,GBA,Puzzle
Downstream Panic!,PSP,Action
DJ Max Portable 3,PSP,Misc
Suzumiya Haruhi no Chokuretsu,DS,Adventure
SimCity,PC,Simulation
The Idolmaster: Gravure For You! Vol. 5,PS3,Misc
S.Y.K Renshouden,PS2,Adventure
Casino Chaos With Las Vegas Players Collection,PC,Misc
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,Adventure
Konpeki no Kantai,SNES,Strategy
D.C.I.F.: Da Capo Innocent Finale,PS2,Adventure
Galaxy Angel II: Mugen Kairou no Kagi,PS2,Strategy
Nectaris: Military Madness,PS,Strategy
Doom 3 BFG Edition,PC,Shooter
Tenka-bito,PS2,Strategy
BRAHMA Force: The Assault on Beltlogger 9,PS,Shooter
Petz: Dolphinz Encounter,DS,Simulation
Star Trek: Tactical Assault,PSP,Strategy
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,Action
Samurai Spirits: Tenkaichi Kenkakuden,PS2,Fighting
Robo Pit,PS,Fighting
Emily Archer and the Curse of Tutankhamun,DS,Adventure
Story Hour: Adventures,Wii,Adventure
Braid,PC,Platform
Muv-Luv Alternative: Total Eclipse,PS3,Simulation
R-Type III: The Third Lightning,GBA,Shooter
Star Wars: The Force Unleashed II,PC,Action
Need for Speed (2015),PC,Racing
Hakuouki,PS2,Adventure
"Princess Natasha: Student, Secret Agent, Princess",DS,Action
Atomic Betty,GBA,Puzzle
Monster Hunter Frontier Online: Season 10,X360,Role-Playing
Robin Hood: Defender of the Crown,XB,Strategy
Street Jam Basketball,GBA,Sports
Master of Monsters: Disciples of Gaia,PS,Strategy
Armored Core: Last Raven Portable,PSP,Simulation
SD Gundam: Gashapon Wars,Wii,Strategy
Commander: Conquest of the Americas,PC,Strategy
Curious George,XB,Action
Disney's Aladdin,GBA,Platform
Royal Palace of White Sword and The City of Gentiles,PC,Role-Playing
Virtual Pool: Tournament Edition,XB,Sports
Kung Fu Panda: Showdown of Legendary Legends,X360,Action
Nippon no Asoko de,PSP,Misc
007: Quantum of Solace,PC,Action
MapleStory DS,DS,Role-Playing
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,Action
Pimp My Ride: Street Racing,DS,Racing
Let's Dance with Mel B,PS3,Sports
Popeye: Rush for Spinach,GBA,Platform
Culdcept,PS2,Strategy
Beyblade Evolution,3DS,Action
Pro Cycling Manager 2016,PC,Sports
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,Role-Playing
BeatMania IIDX 15: DJ Troopers,PS2,Simulation
Heathcliff! The Fast and the Furriest,Wii,Racing
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,Role-Playing
Planet of the Apes,GBA,Action
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,Misc
Worms,PS3,Strategy
Drake & Josh: Talent Showdown,DS,Adventure
Real World Golf,XB,Sports
Winx Club: Rockstars,DS,Adventure
Hissatsu Pachinko Collection 3,SNES,Misc
Oumagatoki: Kaidan Romance,PSP,Action
Jack Keane,PC,Adventure
World of Zoo,PC,Simulation
Kung Fu Panda: Legendary Warriors,DS,Action
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,Misc
Hayate no Gotoku! Nightmare Paradise,PSP,Adventure
NBA 08,PSP,Sports
Secret Files 2: Puritas Cordis,Wii,Adventure
Nanashi no Game Me,DS,Action
Heroes of Hellas 2: Olympia,DS,Puzzle
Young Justice: Legacy,3DS,Action
Syberia,PC,Action
Bladestorm: Nightmare,PS3,Action
NatGeo Challenge! Wild Life,X360,Misc
Higurashi no Naku Koro ni Iki,PSV,Action
HappinessCharge PreCure! Kawarun Collection,3DS,Misc
Battle vs. Chess,PC,Misc
Dream Pinball 3D,DS,Misc
DICE: DNA Integrated Cybernetic Enterprises,PS2,Shooter
Battlefield 1942: The WW II Anthology,PC,Shooter
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,Action
Megpoid the Music#,PSP,Misc
Game of Thrones (Telltale),XOne,Adventure
Wallace & Gromit in Project Zoo,XB,Platform
Rugby League Live,PS3,Sports
Grid Runner,PS,Action
Saihai no Yukue,DS,Strategy
Metal Dungeon,XB,Role-Playing
Drome Racers,GC,Racing
Guitar Freaks V & DrumMania V,PS2,Simulation
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,Adventure
Driver: Parallel Lines,Wii,Racing
Doom,PC,Shooter
Gekido Advance: Kintaro's Revenge,GBA,Action
OZMAFIA!! -vivace-,PSV,Adventure
Girls Only,DS,Simulation
Future Tactics: The Uprising,XB,Strategy
Power Poke Dash,GBA,Sports
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,Misc
Detective Opera: Milky Holmes 2,PSP,Adventure
Turn It Around,DS,Action
Blaze Union: Story to Reach the Future,PSP,Role-Playing
Attack on Titan (KOEI),XOne,Action
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,Role-Playing
Race Driver 2006,PSP,Racing
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,Adventure
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,Action
My Hero Academia: Battle for All,3DS,Action
Nisekoi: Yomeiri!?,PSV,Adventure
New Tokyo Legacy: Operation Babel,PSV,Role-Playing
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,Misc
Rugby League Live 3,X360,Action
Triple Pack: Xbox Live Arcade Compilation,X360,Misc
101-in-1 Sports Party Megamix,Wii,Sports
Roadsters,PS,Racing
The Croods: Prehistoric Party!,WiiU,Misc
Exist Archive: The Other Side of the Sky,PS4,Role-Playing
DeathSmiles II,X360,Shooter
Romance of the Three Kingdoms II,3DS,Strategy
Calcio Bit,GBA,Sports
Monsters vs. Aliens,PC,Action
Whiteout,XB,Racing
Hyakumanton no Bara Bara,PSP,Strategy
Galaxy Angel II: Zettairyouiki no Tobira,PS2,Strategy
The Great Mystery Hidden Object Package 5,PC,Adventure
1000 Cooking Recipes from ELLE à table,DS,Misc
Hajime no Ippo: The Fighting,GBA,Fighting
Merv Griffin's Crosswords,DS,Puzzle
Stellaris,PC,Strategy
Spectral Souls: Resurrection of the Ethereal Empires,PSP,Role-Playing
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,Adventure
Syberia II,XB,Adventure
PopCap Hits! Vol 2,X360,Misc
Ao no Kanata no Four Rhythm,PSV,Adventure
Motor Trend presents Lotus Challenge,XB,Racing
Mystery Trackers: The Void,PC,Puzzle
Trine 2,WiiU,Platform
Bleach DS 4th: Flame Bringer,DS,Action
Pacific Liberator,Wii,Action
Botanicula,PC,Adventure
Parfait,PSV,Adventure
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,Adventure
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,Fighting
Puzzle Challenge: Crosswords and More!,Wii,Puzzle
Nisenochigiri: Omoide no Saki e,PSP,Adventure
Rugby League Live,X360,Sports
Age of Conan: Rise of the Godslayer,PC,Role-Playing
Totally Spies! Totally Party,PC,Misc
Battlefield Vietnam,PC,Shooter
In Cold Blood,PS,Adventure
Mega Minis Volume 2,PSP,Misc
Kamigami no Asobi,PSP,Adventure
Fireblade,GC,Action
Kong: King of Atlantis,GBA,Action
Kidou Senshi V Gundam,SNES,Action
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,Action
The Settlers II 10th Anniversary,PC,Action
Wrestle Angels: Survivor 2,PS2,Fighting
Onechanbara Z Kagura,X360,Action
Ride,PC,Racing
The King of Fighters 02/03,XB,Fighting
ESPN Winter X Games: Snowboarding 2002,XB,Sports
Betty Boop's Double Shift,DS,Puzzle
Warhammer: Mark of Chaos,PC,Strategy
Tsuku Monogatari,PSP,Adventure
Vitamin Z,PS2,Adventure
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,Adventure
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,Adventure
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,Role-Playing
Tom and Jerry in War of the Whiskers,XB,Fighting
Nobunaga no Yabou DS 2,DS,Strategy
The IdolM@ster: Gravure For You! Vol. 6,PS3,Action
Schlag den Raab,PC,Misc
Ghostbusters (2016),PS4,Action
Secrets of the Titanic,DS,Action
Metal Saga: Hagane no Kisetsu,DS,Role-Playing
Animaniacs: The Great Edgar Hunt,GC,Platform
Safari Adventures: Africa,DS,Adventure
Harukanaru Toki no Naka de 6,PSV,Action
Dream Club Zero Portable,PSV,Simulation
Samurai Warriors 2,PS3,Action
Cossacks: European Wars,PC,Strategy
The Island of Dr. Frankenstein,Wii,Adventure
TV Total Events,Wii,Misc
Battle Arena Toshinden URA,SAT,Fighting
Darius Burst: Chronicle Saviours,PSV,Action
Biohazard: Revival Selection,X360,Action
Labyrinth Cross Blood: Infinity,PSV,Role-Playing
Prince of Persia (2008),PC,Action
Super Duper Sumos,GBA,Action
HotBrain,PSP,Puzzle
UK Truck Simulator,PC,Simulation
Gudetama: Hanjuku de Tanomuwa,3DS,Action
MechAssault: Phantom War,DS,Simulation
Magicka,PC,Role-Playing
Star Trek: The Game,PC,Action
Moto Racer DS,DS,Racing
The Last Guy,PS3,Action
Disney Sports Soccer,GBA,Sports
Akane Iro ni Somaru Saka Parallel,PS2,Adventure
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,Adventure
Monster Hunter Frontier Online: Forward 1,X360,Role-Playing
X3: Terran Conflict,PC,Simulation
Timeshock! Pro Pinball,PS,Misc
Max Payne,GBA,Shooter
D1 Professional Drift Grand Prix Series,PS2,Racing
Starry ? Sky: In Winter,PSP,Misc
Little Bears,DS,Simulation
Rush Hour,PS,Misc
Pro Cast Sports Fishing,XB,Sports
Gintama: Banji Oku Chuubu!,Wii,Action
Aegis of Earth: Protonovus Assault,PS3,Action
Saka Agari Hurricane Portable,PSP,Adventure
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,Strategy
King Arthur II,PC,Strategy
Max Payne 2: The Fall of Max Payne,PC,Shooter
Dakar 2: The World's Ultimate Rally,GC,Racing
NBA 2K7,XB,Sports
Auto Modellista,GC,Racing
Jewel Match 2,DS,Puzzle
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,Misc
MySims,PC,Simulation
Guild Wars: Nightfall,PC,Role-Playing
Greg Hastings' Tournament Paintball Max'd,GBA,Shooter
Dave Mirra Freestyle BMX 3,GBA,Sports
My Animal Centre,Wii,Simulation
Eco Creatures: Save The Forest,DS,Adventure
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,Adventure
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,Action
Dragon Tamer: Sound Spirit,DS,Role-Playing
Frogger: Ancient Shadow,XB,Platform
Pro Evolution Soccer 2017,XOne,Sports
La Pucelle: Ragnarok,PSP,Role-Playing
Kiniro no Corda 2 f Encore,PSP,Role-Playing
Darius II,SAT,Shooter
Jewel Quest 5: The Sleepless Star,DS,Action
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,Strategy
Bleach: Soul Carnival 2,PSP,Fighting
ParaParaParadise,PS2,Misc
Tiger & Bunny: On-Air Jack!,PSP,Action
Pro Evolution Soccer 2012,3DS,Action
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,Action
Warship Gunner 2,PS2,Simulation
Gotcha Force,GC,Shooter
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,Fighting
Star Wars The Clone Wars: Republic Heroes,PC,Action
CID The Dummy,PSP,Platform
Xblaze: Lost Memories,PSV,Adventure
DiRT Rally,PC,Racing
The Perfect Golf,PS,Sports
Let's Sing 2016,PS4,Action
Wrestle Kingdom,PS2,Fighting
Demon Driver: Time to Burn Rubber!,GBA,Racing
The Golf Club,XOne,Sports
Bigfoot King of Crush,Wii,Racing
Mojo!,XB,Puzzle
Infinite Stratos 2: Ignition Hearts,PS3,Adventure
Cabela's Big Game Hunter: Pro Hunts,X360,Shooter
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,Adventure
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,Fighting
The Sims 2: Bon Voyage,PC,Simulation
Buffy the Vampire Slayer: Chaos Bleeds,GC,Action
Clannad,X360,Adventure
Brothers Conflict: Passion Pink,PSP,Action
Kuryuu Youma Gakuenki Recharge,PS2,Adventure
My Frogger: Toy Trials,DS,Action
Jet Grind Radio,GBA,Action
Farm Frenzy 3,DS,Strategy
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,Action
3DS Classic Collection,3DS,Misc
Baldur's Gate: Dark Alliance,GBA,Role-Playing
GRID Autosport,PC,Racing
The Adventures of Lomax,PS,Platform
Neverwinter Nights Diamond,PC,Role-Playing
Divinity II: Flames of Vengeance,PC,Role-Playing
Under the Skin,PS2,Action
Battlefield 2142,PC,Shooter
Kabu Trader Shun,DS,Action
Air Conflicts: Secret Wars,PC,Simulation
Poy Poy,PS,Action
Hermie Hopperhead: Scrap Panic,PS,Platform
Lost Planet 2,PC,Shooter
NHL 07,XB,Sports
DrumMania 7th Mix,PS2,Simulation
Runabout 3: Neo Age,PS2,Racing
AMNESIA World,PSV,Adventure
Captain Morgane and the Golden Turtle,PS3,Adventure
Bully: Scholarship Edition,PC,Action
My Ballet Studio,Wii,Simulation
Guild Wars,PC,Role-Playing
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,Adventure
Archer Maclean Presents: Pool Paradise,GC,Sports
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Strategy
Battlezone,PSP,Shooter
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,Sports
Medal of Honor: Vanguard,PS2,Shooter
Touch Shot! Love Application,PS3,Adventure
Nanotek Warrior,PS,Shooter
Galileo,DS,Adventure
Cake Mania: Baker's Challenge,PS2,Puzzle
Captain Tsubasa J: The Way to World Youth,SNES,Sports
Super Monkey Ball Adventure,PS2,Platform
Alien Breed Trilogy,X360,Shooter
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,Simulation
Sengoku Basara: Sanada Yukimura-Den,PS4,Action
CID The Dummy,Wii,Platform
Kisuato,PSV,Adventure
Madden NFL 07,GBA,Sports
Renegade Racers,PS,Racing
The Legend of Korra (3DS),3DS,Strategy
AniMates!,DS,Simulation
Monster High 13 Wishes,WiiU,Action
Franklin the Turtle,GBA,Misc
Steins;Gate 0,PS3,Adventure
Catan,DS,Strategy
Backyard NFL Football,Wii,Sports
Captain Morgane and the Golden Turtle,PC,Adventure
Gauntlet / Rampart,GBA,Misc
Age of Empires III: Gold Edition,PC,Strategy
Let's Play Ballerina,Wii,Sports
Disney Planes Fire & Rescue,WiiU,Action
Dream Girl Premier,3DS,Misc
River King: Wonderful Journey,PS2,Sports
Senran Kagura: Bon Appétit!,PSV,Misc
Ducati Moto,DS,Racing
Justice League Heroes: The Flash,GBA,Action
Pop Cutie! Street Fashion Simulation (JP sales),DS,Simulation
The Peanuts Movie: Snoopy's Grand Adventure,PS4,Action
Kawasaki Snowmobiles,Wii,Racing
Dungeon Siege II,PC,Role-Playing
Bae Yong-joon to Manabu Kankokugo DS,DS,Misc
World War II Combat: Road To Berlin,XB,Shooter
Metal Saga,PS2,Role-Playing
Imagine: Sweet 16,DS,Simulation
SWAT 4,PC,Shooter
Last Escort 2: Shinya no Amai Toge,PS2,Adventure
Pop'n Music 13 Carnival,PS2,Simulation
Magicka Collection,PC,Adventure
Bookworm,GBA,Puzzle
Tokushu Houdoubu,PSV,Adventure
Terraria,WiiU,Action
My DoItAll,DS,Misc
Legacy of Ys: Books I & II,DS,Role-Playing
Shakugan no Shana,PS2,Adventure
Monster Mayhem: Build and Battle,Wii,Simulation
I Heart Geeks,DS,Puzzle
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,Action
The Lord of the Rings: Conquest,PC,Action
The King of Fighters: Maximum Impact - Maniax,XB,Fighting
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,Adventure
Little Busters! Converted Edition,PSV,Action
Hankou Shashin,SAT,Adventure
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,Role-Playing
Marker Man Adventures,DS,Platform
Capcom Digital Collection,X360,Action
Pro Yakyuu Family Stadium,Wii,Sports
Open Season,PS2,Platform
Monster Hunter Frontier Online: Forward 2,X360,Role-Playing
Moyashimon DS,DS,Action
A Ressha de Gyoukou 2001,PS2,Simulation
Diabolik Lovers: Lunatic Parade,PSV,Adventure
Let's Dance with Mel B,Wii,Sports
Battlestations: Pacific,PC,Strategy
Neverwinter Nights 2,PC,Role-Playing
Starry ? Sky: In Autumn,PSP,Misc
Battlefield 1942,PC,Shooter
Back to the Future: The Game,X360,Adventure
Pitball,PS,Sports
X-Men Origins: Wolverine - Uncaged Edition,PC,Action
Combat Wings: The Great Battles of WWII,Wii,Simulation
D.C. III: Da Capo III,PSP,Adventure
Judge Dredd: Dredd Vs Death,PS2,Shooter
Ocean Commander,Wii,Simulation
Drome Racers,GBA,Racing
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,Adventure
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,Misc
Tank Beat,DS,Strategy
LEGO Pirates of the Caribbean: The Video Game,PC,Action
Turbo: Super Stunt Squad,WiiU,Sports
Jurassic Park: Operation Genesis,PC,Simulation
The Peanuts Movie: Snoopy's Grand Adventure,X360,Action
Tenkaichi * Sengoku Lovers,DS,Adventure
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,Misc
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,Misc
Bode Miller Alpine Skiing,PS2,Sports
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,Role-Playing
R-Type Delta,PS,Shooter
Angelique: Maren no Rokukishi,PSP,Adventure
Soul Eater: Battle Resonance,PSP,Action
Psycho-Pass: Mandatory Happiness,PS4,Adventure
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,Misc
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,Action
Napoleon Dynamite: The Game,DS,Puzzle
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,Simulation
Rock 'N' Roll Adventures,Wii,Platform
War Gods,PS,Fighting
Evangelion: Jo,PS2,Action
Doki Oki,PS,Adventure
Gakuen Alice: WakuWaku * Happy Friends,DS,Adventure
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,Adventure
Konohana 2: Todoke Kanai Requiem,PS2,Adventure
Derby Time 2006,PSP,Sports
Yuusha Shisu.,PSV,Role-Playing
Monster Mayhem: Build and Battle,DS,Simulation
Senjou no Waltz,PSV,Adventure
Chuck E. Cheese's Sports Games,Wii,Sports
Ghostbusters (2016),XOne,Action
Stronghold 2 Deluxe,PC,Strategy
MAPLUS: Portable Navi 3,PSP,Misc
DEATH NOTE: L o Tsugu Mono,DS,Adventure
ZooCube,GC,Puzzle
Puppet Show 3: Lost Town,PC,Puzzle
Star Wars: Empire at War - Forces of Corruption,PC,Strategy
Spy Hunter / Super Sprint,GBA,Racing
Otometeki Koi Kakumei * Love Revo! Portable,PSP,Adventure
Clover no Kuni no Alice: Wonderful Wonder World,PS2,Adventure
Room Zoom: Race for Impact,XB,Racing
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,Adventure
Tube Slider,GC,Racing
Ghost Pirates of Vooju Island,PC,Adventure
America Oudan Ultra-Quiz,SAT,Misc
DoDonPachi Dai-Oujou: Black Label Extra,X360,Shooter
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,Misc
ParaWorld,PC,Strategy
Tropico Reloaded,PC,Strategy
Shinseiki Evangelion: Battle Orchestra,PS2,Fighting
Pharaoh,PC,Strategy
Vampire Mansion: Linda Hyde,DS,Adventure
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,Action
Battlefield 2: Modern Combat(JP sales),PS2,Shooter
The Idolmaster: Gravure For You! Vol.7,PS3,Action
Stake: Fortune Fighters,XB,Fighting
Serious Sam Advance,GBA,Shooter
The Settlers: Rise of an Empire,PC,Strategy
Let's Play Garden,Wii,Simulation
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,Adventure
Pop'n Music 12 Iroha,PS2,Simulation
BeatMania IIDX 11: IIDX Red,PS2,Simulation
Warhammer Online: Age of Reckoning,PC,Role-Playing
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,Sports
Road Trip: The Arcade Edition,GC,Racing
Juusanshi Engi Engetsu Sangokuden 2,PSP,Action
No More Heroes: Heroes' Paradise,X360,Action
Virtua Tennis: World Tour (jp sales),PSP,Sports
World Series of Poker 2008: Battle for the Bracelets,PSP,Misc
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,Action
Cold War,XB,Shooter
Steel Battalion: Line of Contact,XB,Simulation
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,Action
Ken to Mahou to Gakuen Mono. 2G,PS3,Role-Playing
NBA Starting Five,XB,Sports
Kami Naru Kimi to,PSP,Adventure
Spy Hunter: Nowhere To Run,PS2,Racing
LEGO Harry Potter: Years 1-4,PC,Action
Ikki Tousen: Eloquent Fist,PSP,Fighting
Viva Pinata,PC,Simulation
Carmen Sandiego: The Secret of the Stolen Drums,XB,Action
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,Action
Chili Con Carnage,PSP,Shooter
Bus Simulator 16,PC,Simulation
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,Action
Teddy Together,3DS,Simulation
Pony Luv,DS,Simulation
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,Action
Omega Quintet,PS4,Role-Playing
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,Action
Demigod,PC,Strategy
The Voice,PS3,Action
"Ed, Edd n Eddy: The Mis-Edventures",XB,Platform
Bunmei Haruka: Aoiza Ibunroku,PSP,Action
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,Adventure
Blade Arcus from Shining EX,PS4,Fighting
Vantage Master Portable,PSP,Role-Playing
Lilpri DS: Hime-Chen! Apple Pink,DS,Adventure
Star Trek Online,PC,Role-Playing
Rapala for Kinect,X360,Sports
Rugby Challenge 3,X360,Sports
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,Misc
Diabolik Lovers: Vandead Carnival,PSV,Action
O.M.G. 26 - Our Mini Games,DS,Puzzle
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,Action
AMF Xtreme Bowling,PS2,Sports
Total Overdose: A Gunslinger's Tale in Mexico,XB,Shooter
Bomberman Fantasy Race,PS,Racing
Colin McRae Rally 2.0,GBA,Racing
Carnage Heart EXA,PSP,Strategy
Tropico 4: Modern Times,PC,Strategy
Europa Universalis III Complete,PC,Strategy
Bugriders: The Race of Kings,PS,Racing
Bust-A-Move,3DO,Puzzle
Wii de Asobu: Metroid Prime,Wii,Shooter
Payout Poker & Casino,PSP,Misc
Wii de Asobu: Metroid Prime,Wii,Shooter
Wangan Midnight Portable,PSP,Racing
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,Action
Canvas 2,PS2,Adventure
Memories Off: Sorekara Again,PS2,Adventure
Tom Clancy's Rainbow Six: Vegas 2,PC,Shooter
11eyes: CrossOver,X360,Adventure
Kenka Bancho Otome,PSV,Action
Supermodel Makeover by Lauren Luke,DS,Simulation
George of the Jungle and the Search for the Secret,Wii,Platform
AirForce Delta Storm,GBA,Shooter
Serious Sam HD: Gold Edition,X360,Shooter
Peter Pan in Disney's Return to Never Land,PS,Platform
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,Racing
Xenosaga I·II,DS,Role-Playing
SimCity Societies,PC,Simulation
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,Sports
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,Misc
Fishdom 2 Deluxe,PC,Puzzle
Kuusen II,PS2,Simulation
Cross Channel: In Memory of All People,X360,Adventure
Bomberman Story DS,DS,Role-Playing
Penguins of Madagascar,Wii,Action
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,Adventure
Brothers in Arms: Hell's Highway,PC,Shooter
Are You Alice?,PSP,Adventure
Future Tactics: The Uprising,GC,Strategy
Stronghold Crusader Extreme,PC,Strategy
Kensei: Sacred Fist,PS,Fighting
Backyard NFL Football,DS,Sports
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,Adventure
Urakata Hakuoki,PSP,Adventure
Cities XL 2011,PC,Simulation
Kung Fu Panda,PC,Action
Gift: Prism,PS2,Adventure
PDC World Championship Darts: Pro Tour,X360,Sports
Shanghai: True Valor,PS,Puzzle
Tokyo Xanadu eX+,PS4,Role-Playing
Major Dream: Major DS Dream Baseball,DS,Sports
Steins;Gate: Senkei Kousoku no Phonogram,X360,Adventure
Thunderbirds,GBA,Shooter
Winning Post 8 2015,PSV,Action
Vitamin Z Revolution,PSP,Adventure
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,Adventure
Inkheart,DS,Adventure
Street Fighter X Tekken,PC,Fighting
Lunatic Dawn Tempest,PS2,Role-Playing
Ceville,PC,Action
Strike Witches: Shirogane no Tsubasa,PSP,Strategy
Total Immersion Racing,XB,Racing
Totally Spies! 2: Undercover,DS,Action
Luxor: The Wrath of Set,PSP,Puzzle
Natalie Brooks: Mystery at Hillcrest High,DS,Action
NASCAR Heat Evolution,XOne,Racing
Board Game: Top Shop,PS,Misc
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,Action
Castlevania: Lords of Shadow - Reverie,X360,Action
Xia-Xia,DS,Platform
Cocoto Magic Circus,Wii,Shooter
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,Adventure
Dunamis 15,PS3,Adventure
DemiKids: Dark Version,GBA,Role-Playing
Mage Knight: Destiny's Soldier,DS,Strategy
GT Legends,PC,Racing
Blender Bros.,GBA,Platform
Suzumiya Haruhi no Heiretsu,Wii,Adventure
F1 Race Stars,PC,Racing
DemiKids: Light Version,GBA,Role-Playing
Nanatsuiro * Drops Pure!!,PS2,Adventure
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,Misc
Escape the Emerald Star,PC,Puzzle
La Corda d'Oro 4,PSV,Action
Thomas and Friends: Steaming around Sodor,3DS,Action
Titanic Mystery,Wii,Puzzle
Falcon 4.0: Allied Force,PC,Simulation
Bottom of the 9th '97,PS,Sports
Shaman King: Chou Senjiryokketsu 3,GBA,Role-Playing
Ride,X360,Racing
